"","State","Year","Colonies","YieldPerCol","TotalProd","Pesticide","value","Pollutant","value"
"26509","Minnesota",1991,180000,91,16380000,"TotalNeonic",NA,"CO.Mean",NA
"26510","Minnesota",1992,190000,90,17100000,"TotalNeonic",NA,"CO.Mean",NA
"26511","Minnesota",1993,180000,80,14400000,"TotalNeonic",NA,"CO.Mean",NA
"26512","Minnesota",1994,170000,79,13430000,"TotalNeonic",NA,"CO.Mean",NA
"26513","Minnesota",1995,165000,82,13530000,"TotalNeonic",834.7,"CO.Mean",NA
"26514","Minnesota",1996,150000,77,11550000,"TotalNeonic",6288.3,"CO.Mean",NA
"26515","Minnesota",1997,145000,73,10585000,"TotalNeonic",4246.7,"CO.Mean",NA
"26516","Minnesota",1998,140000,79,11060000,"TotalNeonic",2492.2,"CO.Mean",NA
"26517","Minnesota",1999,145000,82,11890000,"TotalNeonic",5829.8,"CO.Mean",NA
"26518","Minnesota",2000,150000,90,13500000,"TotalNeonic",3226.1,"CO.Mean",NA
"26519","Minnesota",2001,135000,81,10935000,"TotalNeonic",4105.1,"CO.Mean",NA
"26520","Minnesota",2002,117000,73,8541000,"TotalNeonic",4874.4,"CO.Mean",NA
"26521","Minnesota",2003,120000,83,9960000,"TotalNeonic",1768.8,"CO.Mean",NA
"26522","Minnesota",2004,135000,75,10125000,"TotalNeonic",13573.6,"CO.Mean",NA
"26523","Minnesota",2005,120000,74,8880000,"TotalNeonic",27054.5,"CO.Mean",NA
"26524","Minnesota",2006,125000,80,1e+07,"TotalNeonic",40110.3,"CO.Mean",NA
"26525","Minnesota",2007,130000,68,8840000,"TotalNeonic",46841.6,"CO.Mean",NA
"26526","Minnesota",2008,122000,78,9516000,"TotalNeonic",72192.7,"CO.Mean",NA
"26527","Minnesota",2009,122000,65,7930000,"TotalNeonic",88769.6,"CO.Mean",NA
"26528","Minnesota",2010,128000,66,8448000,"TotalNeonic",109736,"CO.Mean",NA
"26529","Minnesota",2011,120000,53,6360000,"TotalNeonic",171089.8,"CO.Mean",0.218312981034483
"26530","Minnesota",2012,125000,67,8375000,"TotalNeonic",190164.9,"CO.Mean",0.151017174242424
"26531","Minnesota",2013,130000,58,7540000,"TotalNeonic",199628.6,"CO.Mean",NA
"26532","Minnesota",2014,132000,60,7920000,"TotalNeonic",266271.3,"CO.Mean",0.253378576190476
"26533","Minnesota",2015,122000,68,8296000,"TotalNeonic",19055.2,"CO.Mean",0.28252350286533
"26534","Minnesota",2016,124000,59,7316000,"TotalNeonic",10063.1,"CO.Mean",NA
"26535","Minnesota",2017,126000,62,7812000,"TotalNeonic",NA,"CO.Mean",NA
"26536","Mississippi",1991,28000,36,1008000,"TotalNeonic",NA,"CO.Mean",NA
"26537","Mississippi",1992,25000,65,1625000,"TotalNeonic",NA,"CO.Mean",NA
"26538","Mississippi",1993,17000,61,1037000,"TotalNeonic",NA,"CO.Mean",NA
"26539","Mississippi",1994,19000,53,1007000,"TotalNeonic",NA,"CO.Mean",NA
"26540","Mississippi",1995,16000,70,1120000,"TotalNeonic",1533.6,"CO.Mean",NA
"26541","Mississippi",1996,17000,80,1360000,"TotalNeonic",696.6,"CO.Mean",NA
"26542","Mississippi",1997,19000,73,1387000,"TotalNeonic",2569,"CO.Mean",NA
"26543","Mississippi",1998,18000,86,1548000,"TotalNeonic",1404.8,"CO.Mean",NA
"26544","Mississippi",1999,18000,73,1314000,"TotalNeonic",2514.3,"CO.Mean",NA
"26545","Mississippi",2000,17000,72,1224000,"TotalNeonic",851.4,"CO.Mean",NA
"26546","Mississippi",2001,17000,66,1122000,"TotalNeonic",4795.9,"CO.Mean",NA
"26547","Mississippi",2002,18000,78,1404000,"TotalNeonic",7697.7,"CO.Mean",NA
"26548","Mississippi",2003,21000,69,1449000,"TotalNeonic",7172.6,"CO.Mean",NA
"26549","Mississippi",2004,18000,65,1170000,"TotalNeonic",14585.7,"CO.Mean",NA
"26550","Mississippi",2005,16000,80,1280000,"TotalNeonic",30058,"CO.Mean",NA
"26551","Mississippi",2006,14000,98,1372000,"TotalNeonic",36565.3,"CO.Mean",NA
"26552","Mississippi",2007,15000,92,1380000,"TotalNeonic",27762.5,"CO.Mean",NA
"26553","Mississippi",2008,14000,98,1372000,"TotalNeonic",36371.7,"CO.Mean",NA
"26554","Mississippi",2009,14000,104,1456000,"TotalNeonic",27676.6,"CO.Mean",NA
"26555","Mississippi",2010,16000,98,1568000,"TotalNeonic",42906.5,"CO.Mean",NA
"26556","Mississippi",2011,18000,115,2070000,"TotalNeonic",52322.7,"CO.Mean",NA
"26557","Mississippi",2012,18000,118,2124000,"TotalNeonic",50137.3,"CO.Mean",NA
"26558","Mississippi",2013,17000,116,1972000,"TotalNeonic",47843.9,"CO.Mean",NA
"26559","Mississippi",2014,20000,112,2240000,"TotalNeonic",57454.6,"CO.Mean",NA
"26560","Mississippi",2015,15000,83,1245000,"TotalNeonic",12170.7,"CO.Mean",NA
"26561","Mississippi",2016,19000,85,1615000,"TotalNeonic",35927.8,"CO.Mean",NA
"26562","Mississippi",2017,13000,80,1040000,"TotalNeonic",NA,"CO.Mean",NA
"26563","Missouri",1991,28000,65,1820000,"TotalNeonic",NA,"CO.Mean",NA
"26564","Missouri",1992,25000,77,1925000,"TotalNeonic",NA,"CO.Mean",NA
"26565","Missouri",1993,24000,73,1752000,"TotalNeonic",NA,"CO.Mean",NA
"26566","Missouri",1994,25000,77,1925000,"TotalNeonic",NA,"CO.Mean",NA
"26567","Missouri",1995,23000,67,1541000,"TotalNeonic",262.7,"CO.Mean",NA
"26568","Missouri",1996,22000,74,1628000,"TotalNeonic",374.8,"CO.Mean",NA
"26569","Missouri",1997,24000,77,1848000,"TotalNeonic",465.6,"CO.Mean",NA
"26570","Missouri",1998,23000,66,1518000,"TotalNeonic",2264.3,"CO.Mean",NA
"26571","Missouri",1999,24000,65,1560000,"TotalNeonic",1382,"CO.Mean",NA
"26572","Missouri",2000,23000,75,1725000,"TotalNeonic",2756.9,"CO.Mean",0.525097774847095
"26573","Missouri",2001,22000,61,1342000,"TotalNeonic",1112.6,"CO.Mean",0.503720367081448
"26574","Missouri",2002,18000,50,9e+05,"TotalNeonic",1606,"CO.Mean",0.584533524418605
"26575","Missouri",2003,17000,53,901000,"TotalNeonic",1094.7,"CO.Mean",0.567093374418605
"26576","Missouri",2004,16000,41,656000,"TotalNeonic",22759.9,"CO.Mean",0.550480236046511
"26577","Missouri",2005,15000,50,750000,"TotalNeonic",21720.3,"CO.Mean",0.483941454651163
"26578","Missouri",2006,15000,46,690000,"TotalNeonic",27482.9,"CO.Mean",0.416249558685446
"26579","Missouri",2007,14000,46,644000,"TotalNeonic",42642.3,"CO.Mean",0.414682118483412
"26580","Missouri",2008,11000,53,583000,"TotalNeonic",37611,"CO.Mean",0.3595529
"26581","Missouri",2009,11000,47,517000,"TotalNeonic",58784.7,"CO.Mean",NA
"26582","Missouri",2010,11000,52,572000,"TotalNeonic",60174.7,"CO.Mean",NA
"26583","Missouri",2011,8000,43,344000,"TotalNeonic",93433.9,"CO.Mean",NA
"26584","Missouri",2012,7000,53,371000,"TotalNeonic",101014,"CO.Mean",NA
"26585","Missouri",2013,10000,47,470000,"TotalNeonic",99192.4,"CO.Mean",0.258301851744186
"26586","Missouri",2014,12000,47,564000,"TotalNeonic",151688.7,"CO.Mean",0.254712008356546
"26587","Missouri",2015,10000,52,520000,"TotalNeonic",12230.9,"CO.Mean",0.269525902877698
"26588","Missouri",2016,8000,62,496000,"TotalNeonic",13268.1,"CO.Mean",0.323151908163265
"26589","Missouri",2017,8000,65,520000,"TotalNeonic",NA,"CO.Mean",NA
"26590","Montana",1991,86000,92,7912000,"TotalNeonic",NA,"CO.Mean",NA
"26591","Montana",1992,87000,110,9570000,"TotalNeonic",NA,"CO.Mean",NA
"26592","Montana",1993,95000,98,9310000,"TotalNeonic",NA,"CO.Mean",NA
"26593","Montana",1994,119000,105,12495000,"TotalNeonic",NA,"CO.Mean",NA
"26594","Montana",1995,106000,80,8480000,"TotalNeonic",7.9,"CO.Mean",NA
"26595","Montana",1996,117000,60,7020000,"TotalNeonic",89,"CO.Mean",NA
"26596","Montana",1997,107000,120,12840000,"TotalNeonic",128.3,"CO.Mean",NA
"26597","Montana",1998,115000,122,14030000,"TotalNeonic",44.5,"CO.Mean",NA
"26598","Montana",1999,122000,70,8540000,"TotalNeonic",264.2,"CO.Mean",NA
"26599","Montana",2000,124000,88,10912000,"TotalNeonic",616.7,"CO.Mean",NA
"26600","Montana",2001,136000,102,13872000,"TotalNeonic",302.6,"CO.Mean",NA
"26601","Montana",2002,134000,63,8442000,"TotalNeonic",109.3,"CO.Mean",NA
"26602","Montana",2003,145000,66,9570000,"TotalNeonic",179.1,"CO.Mean",NA
"26603","Montana",2004,140000,77,10780000,"TotalNeonic",388.4,"CO.Mean",NA
"26604","Montana",2005,130000,67,8710000,"TotalNeonic",621.9,"CO.Mean",NA
"26605","Montana",2006,132000,79,10428000,"TotalNeonic",401.1,"CO.Mean",NA
"26606","Montana",2007,135000,68,9180000,"TotalNeonic",328.3,"CO.Mean",NA
"26607","Montana",2008,134000,70,9380000,"TotalNeonic",1027.3,"CO.Mean",NA
"26608","Montana",2009,146000,70,10220000,"TotalNeonic",5717.4,"CO.Mean",NA
"26609","Montana",2010,157000,74,11618000,"TotalNeonic",12756.1,"CO.Mean",NA
"26610","Montana",2011,145000,92,13340000,"TotalNeonic",12706.5,"CO.Mean",NA
"26611","Montana",2012,145000,52,7540000,"TotalNeonic",13263,"CO.Mean",NA
"26612","Montana",2013,159000,94,14946000,"TotalNeonic",25425.7,"CO.Mean",NA
"26613","Montana",2014,162000,88,14256000,"TotalNeonic",17883.6,"CO.Mean",NA
"26614","Montana",2015,146000,83,12118000,"TotalNeonic",1167.9,"CO.Mean",NA
"26615","Montana",2016,159000,77,12243000,"TotalNeonic",309,"CO.Mean",NA
"26616","Montana",2017,145000,72,10440000,"TotalNeonic",NA,"CO.Mean",NA
"26617","Nebraska",1991,108000,67,7236000,"TotalNeonic",NA,"CO.Mean",NA
"26618","Nebraska",1992,96000,75,7200000,"TotalNeonic",NA,"CO.Mean",NA
"26619","Nebraska",1993,83000,70,5810000,"TotalNeonic",NA,"CO.Mean",NA
"26620","Nebraska",1994,72000,55,3960000,"TotalNeonic",NA,"CO.Mean",NA
"26621","Nebraska",1995,60000,73,4380000,"TotalNeonic",30.1,"CO.Mean",NA
"26622","Nebraska",1996,65000,75,4875000,"TotalNeonic",1.9,"CO.Mean",NA
"26623","Nebraska",1997,61000,67,4087000,"TotalNeonic",539.3,"CO.Mean",NA
"26624","Nebraska",1998,64000,70,4480000,"TotalNeonic",591.3,"CO.Mean",NA
"26625","Nebraska",1999,58000,77,4466000,"TotalNeonic",396.8,"CO.Mean",NA
"26626","Nebraska",2000,50000,87,4350000,"TotalNeonic",2204.3,"CO.Mean",NA
"26627","Nebraska",2001,43000,48,2064000,"TotalNeonic",1575.7,"CO.Mean",NA
"26628","Nebraska",2002,43000,75,3225000,"TotalNeonic",669.3,"CO.Mean",NA
"26629","Nebraska",2003,45000,74,3330000,"TotalNeonic",544.8,"CO.Mean",NA
"26630","Nebraska",2004,51000,89,4539000,"TotalNeonic",43818.3,"CO.Mean",NA
"26631","Nebraska",2005,40000,68,2720000,"TotalNeonic",52884.7,"CO.Mean",NA
"26632","Nebraska",2006,47000,73,3431000,"TotalNeonic",34498.1,"CO.Mean",NA
"26633","Nebraska",2007,45000,49,2205000,"TotalNeonic",49582.5,"CO.Mean",NA
"26634","Nebraska",2008,36000,67,2412000,"TotalNeonic",82047.8,"CO.Mean",NA
"26635","Nebraska",2009,48000,56,2688000,"TotalNeonic",96960.1,"CO.Mean",NA
"26636","Nebraska",2010,41000,55,2255000,"TotalNeonic",100675.1,"CO.Mean",NA
"26637","Nebraska",2011,41000,59,2419000,"TotalNeonic",138513.3,"CO.Mean",NA
"26638","Nebraska",2012,43000,65,2795000,"TotalNeonic",187271.3,"CO.Mean",NA
"26639","Nebraska",2013,46000,60,2760000,"TotalNeonic",202781.1,"CO.Mean",NA
"26640","Nebraska",2014,50000,75,3750000,"TotalNeonic",225989.3,"CO.Mean",NA
"26641","Nebraska",2015,57000,48,2736000,"TotalNeonic",6137.8,"CO.Mean",NA
"26642","Nebraska",2016,48000,46,2208000,"TotalNeonic",3587.8,"CO.Mean",NA
"26643","Nebraska",2017,42000,63,2646000,"TotalNeonic",NA,"CO.Mean",NA
"26644","Nevada",1991,15000,54,810000,"TotalNeonic",NA,"CO.Mean",NA
"26645","Nevada",1992,15000,65,975000,"TotalNeonic",NA,"CO.Mean",NA
"26646","Nevada",1993,14000,52,728000,"TotalNeonic",NA,"CO.Mean",NA
"26647","Nevada",1994,14000,54,756000,"TotalNeonic",0.3,"CO.Mean",NA
"26648","Nevada",1995,10000,29,290000,"TotalNeonic",44.4,"CO.Mean",NA
"26649","Nevada",1996,14000,61,854000,"TotalNeonic",62.4,"CO.Mean",NA
"26650","Nevada",1997,14000,61,854000,"TotalNeonic",83.7,"CO.Mean",NA
"26651","Nevada",1998,10000,46,460000,"TotalNeonic",274.4,"CO.Mean",NA
"26652","Nevada",1999,9000,45,405000,"TotalNeonic",48.4,"CO.Mean",NA
"26653","Nevada",2000,10000,35,350000,"TotalNeonic",170.2,"CO.Mean",NA
"26654","Nevada",2001,9000,50,450000,"TotalNeonic",208.6,"CO.Mean",0.0675164945652174
"26655","Nevada",2002,9000,62,558000,"TotalNeonic",97.8,"CO.Mean",0.0448901379310345
"26656","Nevada",2003,6000,64,384000,"TotalNeonic",223.3,"CO.Mean",0.00242947891566265
"26657","Nevada",2004,14000,55,770000,"TotalNeonic",308.4,"CO.Mean",NA
"26658","Nevada",2005,12000,46,552000,"TotalNeonic",199.8,"CO.Mean",NA
"26659","Nevada",2006,9000,37,333000,"TotalNeonic",128.3,"CO.Mean",NA
"26660","Nevada",2007,10000,28,280000,"TotalNeonic",120.2,"CO.Mean",NA
"26661","Nevada",2008,10000,29,290000,"TotalNeonic",333.1,"CO.Mean",NA
"26662","New Jersey",1991,11000,31,341000,"TotalNeonic",NA,"CO.Mean",NA
"26663","New Jersey",1992,8000,22,176000,"TotalNeonic",NA,"CO.Mean",NA
"26664","New Jersey",1993,9000,28,252000,"TotalNeonic",NA,"CO.Mean",NA
"26665","New Jersey",1994,9000,33,297000,"TotalNeonic",NA,"CO.Mean",NA
"26666","New Jersey",1995,8000,34,272000,"TotalNeonic",378.4,"CO.Mean",NA
"26667","New Jersey",1996,5000,45,225000,"TotalNeonic",400.7,"CO.Mean",NA
"26668","New Jersey",1997,10000,49,490000,"TotalNeonic",179.6,"CO.Mean",NA
"26669","New Jersey",1998,11000,49,539000,"TotalNeonic",328.8,"CO.Mean",NA
"26670","New Jersey",1999,10000,44,440000,"TotalNeonic",581.2,"CO.Mean",NA
"26671","New Jersey",2000,11000,35,385000,"TotalNeonic",935.8,"CO.Mean",0.584721604456824
"26672","New Jersey",2001,11000,34,374000,"TotalNeonic",574.1,"CO.Mean",0.602794668352601
"26673","New Jersey",2002,11000,40,440000,"TotalNeonic",1810.1,"CO.Mean",0.585446543150685
"26674","New Jersey",2003,10000,19,190000,"TotalNeonic",584.4,"CO.Mean",0.633804651162791
"26675","New Jersey",2004,12000,27,324000,"TotalNeonic",1072,"CO.Mean",0.518127979942693
"26676","New Jersey",2005,12000,32,384000,"TotalNeonic",1729.6,"CO.Mean",0.467120327692307
"26677","New Jersey",2006,9000,36,324000,"TotalNeonic",1291.3,"CO.Mean",0.37701930362117
"26678","New Jersey",2007,9000,57,513000,"TotalNeonic",1304.1,"CO.Mean",0.286412668067227
"26679","New Jersey",2008,9000,40,360000,"TotalNeonic",1638.4,"CO.Mean",0.23712002238806
"26680","New Jersey",2009,11000,32,352000,"TotalNeonic",2368.5,"CO.Mean",NA
"26681","New Jersey",2010,13000,35,455000,"TotalNeonic",2387.5,"CO.Mean",NA
"26682","New Jersey",2011,11000,41,451000,"TotalNeonic",2729.8,"CO.Mean",0.358829824712644
"26683","New Jersey",2012,14000,33,462000,"TotalNeonic",4703.8,"CO.Mean",0.290731930555555
"26684","New Jersey",2013,11000,44,484000,"TotalNeonic",4026,"CO.Mean",0.277739804109589
"26685","New Jersey",2014,12000,30,360000,"TotalNeonic",4459.4,"CO.Mean",0.278487457534246
"26686","New Jersey",2015,12000,27,324000,"TotalNeonic",1863.2,"CO.Mean",0.284808776027397
"26687","New Jersey",2016,12000,27,324000,"TotalNeonic",1313,"CO.Mean",NA
"26688","New Jersey",2017,13000,28,364000,"TotalNeonic",NA,"CO.Mean",NA
"26689","New Mexico",1991,20000,77,1540000,"TotalNeonic",NA,"CO.Mean",NA
"26690","New Mexico",1992,18000,68,1224000,"TotalNeonic",NA,"CO.Mean",NA
"26691","New Mexico",1993,18000,64,1152000,"TotalNeonic",NA,"CO.Mean",NA
"26692","New Mexico",1994,19000,64,1216000,"TotalNeonic",NA,"CO.Mean",NA
"26693","New Mexico",1995,19000,65,1235000,"TotalNeonic",111.2,"CO.Mean",NA
"26694","New Mexico",1996,15000,77,1155000,"TotalNeonic",1547.7,"CO.Mean",NA
"26695","New Mexico",1997,15000,60,9e+05,"TotalNeonic",1823.6,"CO.Mean",NA
"26696","New Mexico",1998,14000,55,770000,"TotalNeonic",443.9,"CO.Mean",NA
"26697","New Mexico",1999,15000,52,780000,"TotalNeonic",385.7,"CO.Mean",NA
"26698","New Mexico",2000,15000,64,960000,"TotalNeonic",735.3,"CO.Mean",NA
"26699","New Mexico",2001,10000,70,7e+05,"TotalNeonic",426.8,"CO.Mean",NA
"26700","New Mexico",2002,11000,44,484000,"TotalNeonic",763.2,"CO.Mean",NA
"26701","New Mexico",2003,6000,41,246000,"TotalNeonic",807.5,"CO.Mean",NA
"26702","New Mexico",2004,8000,44,352000,"TotalNeonic",3690.8,"CO.Mean",NA
"26703","New Mexico",2005,7000,49,343000,"TotalNeonic",4439,"CO.Mean",NA
"26704","New Mexico",2006,7000,48,336000,"TotalNeonic",4096,"CO.Mean",NA
"26705","New Mexico",2007,6000,59,354000,"TotalNeonic",4028.9,"CO.Mean",NA
"26706","New Mexico",2008,6000,48,288000,"TotalNeonic",4418.8,"CO.Mean",NA
"26707","New Mexico",2009,7000,60,420000,"TotalNeonic",3937.8,"CO.Mean",NA
"26708","New Mexico",2010,7000,66,462000,"TotalNeonic",3799.8,"CO.Mean",NA
"26709","New Mexico",2011,7000,56,392000,"TotalNeonic",6655.4,"CO.Mean",0.205487812146893
"26710","New Mexico",2012,5000,52,260000,"TotalNeonic",4495.3,"CO.Mean",0.184376419220056
"26711","New York",1991,77000,62,4774000,"TotalNeonic",NA,"CO.Mean",NA
"26712","New York",1992,70000,66,4620000,"TotalNeonic",NA,"CO.Mean",NA
"26713","New York",1993,65000,62,4030000,"TotalNeonic",NA,"CO.Mean",NA
"26714","New York",1994,68000,68,4624000,"TotalNeonic",NA,"CO.Mean",NA
"26715","New York",1995,70000,75,5250000,"TotalNeonic",1232.5,"CO.Mean",NA
"26716","New York",1996,68000,80,5440000,"TotalNeonic",2217.1,"CO.Mean",NA
"26717","New York",1997,72000,60,4320000,"TotalNeonic",1879.7,"CO.Mean",NA
"26718","New York",1998,65000,80,5200000,"TotalNeonic",1608.8,"CO.Mean",NA
"26719","New York",1999,69000,70,4830000,"TotalNeonic",2334.9,"CO.Mean",NA
"26720","New York",2000,58000,80,4640000,"TotalNeonic",2148.3,"CO.Mean",0.452275275774135
"26721","New York",2001,53000,70,3710000,"TotalNeonic",3265.2,"CO.Mean",0.488725170479452
"26722","New York",2002,60000,98,5880000,"TotalNeonic",12637.5,"CO.Mean",0.440465034931507
"26723","New York",2003,67000,72,4824000,"TotalNeonic",2558.9,"CO.Mean",0.534479063926941
"26724","New York",2004,64000,67,4288000,"TotalNeonic",3545,"CO.Mean",0.438946758120826
"26725","New York",2005,59000,73,4307000,"TotalNeonic",6584.9,"CO.Mean",0.400537111050229
"26726","New York",2006,58000,64,3712000,"TotalNeonic",10439.9,"CO.Mean",0.32639305803653
"26727","New York",2007,53000,57,3021000,"TotalNeonic",13887.7,"CO.Mean",0.37982381150685
"26728","New York",2008,50000,70,3500000,"TotalNeonic",16651.1,"CO.Mean",0.31633298836521
"26729","New York",2009,45000,65,2925000,"TotalNeonic",19949.6,"CO.Mean",0.242685247625571
"26730","New York",2010,45000,64,2880000,"TotalNeonic",19169.3,"CO.Mean",0.336476510936073
"26731","New York",2011,49000,56,2744000,"TotalNeonic",24928.1,"CO.Mean",0.279270749817351
"26732","New York",2012,51000,51,2601000,"TotalNeonic",26144.5,"CO.Mean",0.343451284153005
"26733","New York",2013,55000,48,2640000,"TotalNeonic",44323.3,"CO.Mean",0.30554539109589
"26734","New York",2014,60000,55,3300000,"TotalNeonic",41629,"CO.Mean",0.274308989726027
"26735","New York",2015,58000,62,3596000,"TotalNeonic",7282.6,"CO.Mean",0.263278167808219
"26736","New York",2016,64000,57,3648000,"TotalNeonic",9624.1,"CO.Mean",0.293149652892562
"26737","New York",2017,57000,56,3192000,"TotalNeonic",NA,"CO.Mean",NA
"26738","North Carolina",1991,18000,58,1044000,"TotalNeonic",NA,"CO.Mean",NA
"26739","North Carolina",1992,15000,45,675000,"TotalNeonic",NA,"CO.Mean",NA
"26740","North Carolina",1993,15000,53,795000,"TotalNeonic",NA,"CO.Mean",NA
"26741","North Carolina",1994,15000,59,885000,"TotalNeonic",NA,"CO.Mean",NA
"26742","North Carolina",1995,12000,52,624000,"TotalNeonic",610.6,"CO.Mean",NA
"26743","North Carolina",1996,12000,44,528000,"TotalNeonic",1881.2,"CO.Mean",NA
"26744","North Carolina",1997,8000,58,464000,"TotalNeonic",8065.8,"CO.Mean",NA
"26745","North Carolina",1998,8000,59,472000,"TotalNeonic",6576.4,"CO.Mean",NA
"26746","North Carolina",1999,9000,46,414000,"TotalNeonic",3549.8,"CO.Mean",NA
"26747","North Carolina",2000,11000,49,539000,"TotalNeonic",2145.2,"CO.Mean",0.650650044025157
"26748","North Carolina",2001,13000,44,572000,"TotalNeonic",3898.4,"CO.Mean",0.555754115654206
"26749","North Carolina",2002,16000,42,672000,"TotalNeonic",5348.2,"CO.Mean",0.44520487751938
"26750","North Carolina",2003,10000,44,440000,"TotalNeonic",3594.7,"CO.Mean",0.505997190155039
"26751","North Carolina",2004,9000,40,360000,"TotalNeonic",11303.3,"CO.Mean",0.457158932945736
"26752","North Carolina",2005,10000,54,540000,"TotalNeonic",11520.3,"CO.Mean",0.517735567441861
"26753","North Carolina",2006,10000,50,5e+05,"TotalNeonic",19809.3,"CO.Mean",0.403573548611111
"26754","North Carolina",2007,12000,45,540000,"TotalNeonic",19637.4,"CO.Mean",0.37600125
"26755","North Carolina",2008,12000,52,624000,"TotalNeonic",25470.4,"CO.Mean",0.322992100274725
"26756","North Carolina",2009,11000,45,495000,"TotalNeonic",27915.8,"CO.Mean",0.293876041428571
"26757","North Carolina",2010,13000,46,598000,"TotalNeonic",22927.5,"CO.Mean",0.328666504213483
"26758","North Carolina",2011,14000,62,868000,"TotalNeonic",37683.7,"CO.Mean",0.339075613061798
"26759","North Carolina",2012,13000,39,507000,"TotalNeonic",49150.7,"CO.Mean",0.280617920711974
"26760","North Carolina",2013,10000,38,380000,"TotalNeonic",46818.3,"CO.Mean",0.288644733664773
"26761","North Carolina",2014,12000,43,516000,"TotalNeonic",58435.6,"CO.Mean",0.26351507890411
"26762","North Carolina",2015,12000,45,540000,"TotalNeonic",18844.7,"CO.Mean",0.258458801598173
"26763","North Carolina",2016,12000,37,444000,"TotalNeonic",38818.9,"CO.Mean",0.243139923469388
"26764","North Carolina",2017,11000,41,451000,"TotalNeonic",NA,"CO.Mean",NA
"26765","North Dakota",1991,215000,103,22145000,"TotalNeonic",NA,"CO.Mean",NA
"26766","North Dakota",1992,240000,91,21840000,"TotalNeonic",NA,"CO.Mean",NA
"26767","North Dakota",1993,220000,90,19800000,"TotalNeonic",NA,"CO.Mean",NA
"26768","North Dakota",1994,235000,138,32430000,"TotalNeonic",NA,"CO.Mean",NA
"26769","North Dakota",1995,220000,108,23760000,"TotalNeonic",NA,"CO.Mean",NA
"26770","North Dakota",1996,230000,86,19780000,"TotalNeonic",NA,"CO.Mean",NA
"26771","North Dakota",1997,245000,100,24500000,"TotalNeonic",951,"CO.Mean",NA
"26772","North Dakota",1998,230000,128,29440000,"TotalNeonic",2019.4,"CO.Mean",NA
"26773","North Dakota",1999,255000,105,26775000,"TotalNeonic",7948.8,"CO.Mean",NA
"26774","North Dakota",2000,3e+05,115,34500000,"TotalNeonic",5383,"CO.Mean",NA
"26775","North Dakota",2001,280000,96,26880000,"TotalNeonic",3216.2,"CO.Mean",NA
"26776","North Dakota",2002,320000,75,2.4e+07,"TotalNeonic",3736.6,"CO.Mean",NA
"26777","North Dakota",2003,340000,87,29580000,"TotalNeonic",3017.6,"CO.Mean",NA
"26778","North Dakota",2004,390000,78,30420000,"TotalNeonic",13194.2,"CO.Mean",NA
"26779","North Dakota",2005,370000,91,33670000,"TotalNeonic",12786.4,"CO.Mean",NA
"26780","North Dakota",2006,350000,74,25900000,"TotalNeonic",14274.1,"CO.Mean",NA
"26781","North Dakota",2007,420000,74,31080000,"TotalNeonic",22067,"CO.Mean",NA
"26782","North Dakota",2008,4e+05,90,3.6e+07,"TotalNeonic",40652.9,"CO.Mean",0.173174556851312
"26783","North Dakota",2009,450000,77,34650000,"TotalNeonic",57265.2,"CO.Mean",0.165744221606648
"26784","North Dakota",2010,510000,91,46410000,"TotalNeonic",60802.5,"CO.Mean",0.171877923287671
"26785","North Dakota",2011,460000,71,32660000,"TotalNeonic",52445.7,"CO.Mean",0.165147265988372
"26786","North Dakota",2012,480000,69,33120000,"TotalNeonic",96581.7,"CO.Mean",0.174159601648352
"26787","North Dakota",2013,480000,69,33120000,"TotalNeonic",142936.2,"CO.Mean",0.155520676
"26788","North Dakota",2014,490000,86,42140000,"TotalNeonic",123512.9,"CO.Mean",0.161096316558441
"26789","North Dakota",2015,490000,74,36260000,"TotalNeonic",16208.7,"CO.Mean",0.171795302431611
"26790","North Dakota",2016,485000,78,37830000,"TotalNeonic",4577.9,"CO.Mean",0.185920697802198
"26791","North Dakota",2017,455000,74,33670000,"TotalNeonic",NA,"CO.Mean",NA
"26792","Ohio",1991,48000,61,2928000,"TotalNeonic",NA,"CO.Mean",NA
"26793","Ohio",1992,43000,33,1419000,"TotalNeonic",NA,"CO.Mean",NA
"26794","Ohio",1993,30000,66,1980000,"TotalNeonic",NA,"CO.Mean",NA
"26795","Ohio",1994,27000,64,1728000,"TotalNeonic",NA,"CO.Mean",NA
"26796","Ohio",1995,25000,62,1550000,"TotalNeonic",2012,"CO.Mean",NA
"26797","Ohio",1996,24000,70,1680000,"TotalNeonic",638.6,"CO.Mean",NA
"26798","Ohio",1997,22000,80,1760000,"TotalNeonic",531.6,"CO.Mean",NA
"26799","Ohio",1998,18000,78,1404000,"TotalNeonic",1029.2,"CO.Mean",NA
"26800","Ohio",1999,20000,74,1480000,"TotalNeonic",1099,"CO.Mean",NA
"26801","Ohio",2000,18000,65,1170000,"TotalNeonic",896.8,"CO.Mean",NA
"26802","Ohio",2001,18000,81,1458000,"TotalNeonic",813.6,"CO.Mean",NA
"26803","Ohio",2002,18000,70,1260000,"TotalNeonic",1179.1,"CO.Mean",NA
"26804","Ohio",2003,15000,50,750000,"TotalNeonic",614.6,"CO.Mean",NA
"26805","Ohio",2004,16000,58,928000,"TotalNeonic",12495.4,"CO.Mean",NA
"26806","Ohio",2005,15000,69,1035000,"TotalNeonic",17720.3,"CO.Mean",NA
"26807","Ohio",2006,14000,56,784000,"TotalNeonic",20775.8,"CO.Mean",NA
